"p_id";"p_ident";"p_number";"p_projet";"p_type";"p_titre";"p_type_com";"p_speaker_invite";"p_nom_conference";"p_date_debut_conference";"p_date_fin_conference";"p_ville_conference";"p_pays_conference";"p_lien_conference";"p_nom_journal";"p_publication_journal";"p_volume_journal";"p_pages_journal";"p_annee_publication";"p_doi";"p_url_bdd";"p_date_soumission";"p_date_notification";"p_date_soumission_finale";"p_nom_responsable";"p_liste_auteurs";"p_affiliation";"p_directeur_stage";"p_date_debut_stage";"p_date_fin_stage";"p_award";"p_date_soutenance_these";"p_composition_jury_these";"p_etablissement_delivrant_these";"p_directeur_these";"p_date_debut_these";"p_date_fin_these";"p_nom_meeting";"p_date_meeting";"p_auteur";"p_avec_abstract";"Statut";"p_actif";"pf_id";"pf_publication_id";"pf_type";"pf_version_of";"pf_file";"pf_abstract";"pf_titre";"pf_notes";"pf_postman";"pf_timestamp";"pf_actif"
"716";"A023-4";"4";"A023";"conference";"High performance vitrimer composites ";"";"";"Concours doctorants SAMPE France";"02/06/2022";"03/06/2022";"Bidart";"France";"https://www.sampe-france.org/fr/les-articles-conferences-etudiantes";"";"";"";"";"";"";"";"02/05/2022";"09/05/2022";"13/05/2022";"";"Vincent Schenk , Mathias Destarac , Marc Guerre, Karine Labastie, Philippe Olivier.";"IRT;IMRCP; IMRCP; IRT; ICA";"";"";"";"oui";"";"";"";"";"";"";"";"";"0000000897";"0";"Réalisé";"1";"646";"716";"doc_publie";"0";"2023-10/1698655051-567-Pr..sentation-th..se-vitrim..re-V.-SCHENK-SAMPE-France.pdf";"";"";"";"0000000962";"1698655051";"1"
"717";"A023-5";"5";"A023";"conference";"Vitrimer composites for Aeronautics";"";"";"Concours doctorants SAMPE Europe";"14/11/2022";"16/11/2022";"Hambourg";"Allemagne";"https://www.sampe-europe.org/about/students/";"";"";"";"";"";"";"";"08/10/2022";"22/10/2022";"08/11/2022";"";"Vincent Schenk , Mathias Destarac , Marc Guerre, Karine Labastie, Philippe Olivier.";"IRT;IMRCP; IMRCP; IRT; ICA";"";"";"";"oui";"";"";"";"";"";"";"";"";"0000000897";"0";"Réalisé";"1";"638";"717";"doc_final_extend";"0";"2023-10/1698150824-466-SAMPE-Europe-Extended-Abstract-V.-SCHENK.pdf";"";"Vitrimer composites for Aeronautics";"Proceeding";"0000000962";"1698150824";"1"
"719";"A023-7";"7";"A023";"conference";"Matériaux composites à matrice vitrimère pour l’aéronautique";"";"";"Journées techniques SAMPE France";"17/11/2022";"18/11/2022";"Lorient";"France";"https://www.sampe-france.org/";"";"";"";"";"";"";"";"30/09/2022";"15/10/2022";"08/11/2022";"";"Vincent Schenk , Mathias Destarac , Marc Guerre, Karine Labastie, Philippe Olivier.";"IRT;IMRCP; IMRCP; IRT; ICA";"";"";"";"oui";"";"";"";"";"";"";"";"";"0000000897";"0";"Réalisé";"1";"640";"719";"doc_final";"0";"2023-10/1698151552-566-JT-SAMPE-France---Composites-vitrimeres-pour-l.aeronautique---V.-SCHENK.pdf";"";"Matériaux composites à matrice vitrimère pour l’aéronautique";"";"0000000962";"1698151552";"1"
"721";"A023-9";"9";"A023";"conference";"Matériaux Composites à Matrice Vitrimère pour l’Aéronautique";"";"";"Journées Nationales sur les Composites";"03/07/2023";"05/07/2023";"Besançon";"France";"https://jnc23.sciencesconf.org/";"";"";"";"";"";"";"";"15/12/2022";"28/02/2023";"22/05/2023";"";"Vincent Schenk , Mathias Destarac , Marc Guerre, Karine Labastie, Philippe Olivier.";"IRT;IMRCP; IMRCP; IRT; ICA";"";"";"";"non";"";"";"";"";"";"";"";"";"0000000897";"0";"Réalisé";"1";"642";"721";"doc_final";"0";"2023-10/1698152336-820-Pr..sentation-JNC-23-03-07-23-V.-SCHENK.pdf";"";"Matériaux Composites à Matrice Vitrimère pour l’Aéronautique";"";"0000000962";"1698152336";"1"
"727";"E005-4";"4";"E005";"conference";"Comparative study of various lead-free alloys submitted to the thermomechanical aging";"";"";"EuroSimE 2024";"07/04/2024";"10/04/2024";"Catane";"Sicile";"https://www.eurosime.org/";"";"";"";"";"";"";"";"30/10/2023";"15/12/2023";"03/11/2023";"";"H. Friaa1,2, A. Guédon-Gracia1, H. Frémont1, R.Riva2, L. Rocheron2";"1Laboratoire IMS, Université de Bordeaux, Talence, France 2IRT - Institut de recherche technologique Saint-Exupéry, Toulouse, France";"";"";"";"non";"";"";"";"";"";"";"";"";"0000000296";"1";"Réalisé";"1";"808";"727";"doc_publie";"0";"2024-04/1713250359-289-Poster-EUROSIME-V3.pdf";"2023-10/1698675743-424-EuroSimE-2024_Abstract_Houda-FRIAA_IRT-Saint-Exupery.doc";"";"";"0000000397";"1713250359";"1"
"729";"M009-2";"2";"M009";"conference";"Debonding on demand using moderate thermal or electrical trigger";"";"";"3RD INTERNATIONAL CONFERENCE ON INDUSTRIAL APPLICATIONS OF ADHESIVES 2024";"07/03/2024";"08/03/2024";"Cascais";"Portugal";"https://www.fe.up.pt/iaa/2024/";"";"";"";"";"";"";"";"03/11/2023";"03/11/2023";"";"";"Cécilia Faure1, Julie Lecomte1, Sara Kirchner1, Laurent Ferres1, Bérangère Doll2, Aurélien Fraysse3, Stéphane Couarraze4";"1IRT Saint Exupéry, Esplanade des Arts et Métiers, Talence, FR . 2Thales Alenia Space, 5 allée des Gabians, 06156 Cannes La Bocca, FR.   3Actia Automotive, 5 rue Jorge Semprun, Toulouse, FR.   4Continental, 1 av. Paul Ourliac, Toulouse, FR.";"";"";"";"";"";"";"";"";"";"";"";"";"0000000217";"1";"Réalisé";"1";"651";"729";"abstract";"650";"";"2023-11/1698933536-664-IAA-2424_abstract_v1.doc";"Debonding on demand using moderate thermal or electrical trigger";"";"0000000217";"1698933536";"1"
"730";"M015-9";"9";"M015";"conference";"Towards a reliable laser process for surface preparation before bonding";"";"";"3RD INTERNATIONAL CONFERENCE ON INDUSTRIAL APPLICATIONS OF ADHESIVES 2024";"07/03/2024";"08/03/2024";"Cascais";"Portugal";"https://www.fe.up.pt/iaa/2024/";"";"";"";"";"";"";"";"03/11/2023";"03/11/2023";"";"";"F Crestey1, S Kirchner1, J Lecomte1, L Ferres1, A. Fernandez2, T Balutch3, C Debras1,4, M Péron1,5, N Cuvillier1,6 ";"1IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France. 2Airbus, P.º John Lennon, 28906 Getafe, Madrid, Spain. 3Naval Group – CESMAN, 5 rue de l’Halbrane, 44340 Bouguenais, France. 4Thales Alenia Space, 5 allée des Gabians, 06156 Cannes ";"";"";"";"";"";"";"";"";"";"";"";"";"0000000381";"1";"Réalisé";"1";"1392";"730";"doc_publie";"0";"2025-12/1765544075-772-PLI2024_IRT.pdf";"2023-11/1698934343-647-IAA2024_IRT.doc";"";"";"0000000612";"1765544075";"1"
"731";"V075-38";"38";"V075";"communication";"Unlocking Feature Visualization for Deeper Networks with MAgnitude Constrained Optimization";"";"";"Workshop XAI4CV CVPR 2023";"18/06/2023";"22/06/2023";"Vancouver";"Canada";"https://openaccess.thecvf.com/CVPR2023";"";"";"";"";"";"";"";"11/11/2022";"27/02/2023";"24/03/2023";"";"Thomas Fel, Thibaut Boissin, Victor Boutin, Agustin Picard, Paul Novello, Julien Colin, Drew Linsley, Tom Rousseau, Rémi Cadène, Laurent Gardes, Thomas Serre";"Carney Institute for Brain Science, Brown University; Artificial and Natural Intelligence Toulouse Institute; Institut de Recherche Technologique Saint-Exupery; Innovation & Research Division, SNCF; ELLIS Alicante, Spain";"";"";"";"";"";"";"";"";"";"";"";"";"0000000833";"1";"Réalisé";"1";"713";"731";"doc_final";"0";"2023-11/1700479374-560-MACO_WorkShop_XAI_CVPR.pdf";"2023-11/1699368052-228-MACO_WorkShop_XAI_CVPR.pdf";"";"";"0000000833";"1700479374";"1"
"750";"E025-1";"1";"E025";"conference";"Surface Discharges Inception & Flashover of Solid Insulating Materials with Homogeneous and Inhomogeneous Electrical Field for Aeronautical ";"";"";"ICD";"30/06/2024";"04/07/2024";"TOULOUSE";"FRANCE";"https://ieee-icd.org/";"";"";"";"";"";"";"";"";"12/11/2023";"29/02/2024";"";"Somya anand, Solomon Berihu Araya, Mohammed El Amine Slama, Pierre Henrard , Alain Philippe";"SOURIAU, IRT, SAFRAN";"";"";"";"";"";"";"";"";"";"";"";"";"0000001461";"1";"Réalisé";"1";"1285";"750";"doc_final";"1284";"2025-09/1758007453-251-ICD2024_ID1403.pdf";"2024-03/1709299255-884-ICD2024_ID1403.pdf";"";"";"0000000788";"1758007453";"1"
"751";"E025-2";"2";"E025";"conference";" Enhancing High-Temperature Aeronautic Cables with Extruded Perfluoroalkoxy: Insights from Partial Discharge and Polarization Current Analysis";"";"";"ICD";"30/06/2024";"04/07/2024";"TOULOUSE";"FRANCE";"https://ieee-icd.org/";"";"";"";"";"";"";"";"12/11/2023";"";"";"";"Youcef KEMARI , Laurent MOISSET  , David THOMASSE  , Pierre HENRARD ";"IRT, SAFRAN";"";"";"";"";"";"";"";"";"";"";"";"";"0000001461";"1";"Réalisé";"1";"1286";"751";"doc_final";"0";"2025-09/1758007955-888-ICD_IEEE_ID1196.pdf";"2024-02/1708702009-790-Article_KEMARI_IEEE_ICD2024_ID1196.pdf";"";"";"0000000788";"1758007955";"1"
"760";"V075-41";"41";"V075";"communication";"Influenciæ: A library for tracing the influence back to the data-points";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14/11/2023";"";"14/11/2023";"";"Agustin Picard, Lucas Hervier, Thomas Fel, David Vigouroux";"IRT Saint-Exupéry, IRT Saint-Exupéry, Brown University, IRT Saint-Exupéry";"";"";"";"";"";"";"";"";"";"";"";"";"0000000816";"1";"Réalisé";"1";"739";"760";"doc_final";"0";"2024-01/1705328367-744-Influenciae_WS_NeurIPS2023-1.pdf";"2023-11/1699957994-843-Influenciae_WS_NeurIPS2023.pdf";"Influenciæ: A library for tracing the influence back to the data-points";"In today's AI-driven world, understanding model behavior is becoming more important than ever. While libraries abound for doing so via traditional XAI methods, the domain of influence-based techniques for data-centric explanations remains mostly underserved.  To fill this void, we introduce Influenciae, an open-source library that implements the state-of-the-art methods for estimating the influence of training points on the model, with a focus on efficiency and scalability to fit the needs and the recent trends in the field. Finally, we have thoroughly documented and included plenty of tutorials to make the library reachable to the public, in the hopes that it will bring these methods back into the spotlight.";"0000000816";"1705328367";"1"
"764";"V075-43";"43";"V075";"conference";"Beyond the Opacity of Deep Neural Networks";"";"";"Open Source Experience";"06/12/2023";"07/12/2023";"Paris";"France";"https://www.opensource-experience.com/";"";"";"";"";"";"";"";"23/06/2023";"26/07/2023";"07/12/2023";"";"Lucas Hervier, Corentin Friedrich, Paul Novello";"IRT Saint Exupéry";"";"";"";"";"";"";"";"";"";"";"";"";"0000000998";"1";"Réalisé";"1";"740";"764";"doc_final";"0";"2024-01/1705575026-804-prez_osx.zip";"2023-11/1700469534-803-abstract_beyond_opacity.pdf";"";"";"0000000998";"1705575026";"1"
"765";"V075-44";"44";"V075";"conference";"The DEEL open-source software suite for reliable, robust, and explainable AI";"";"";"Open Source Experience";"06/12/2023";"07/12/2023";"Paris";"France";"https://www.opensource-experience.com/";"";"";"";"";"";"";"";"23/06/2023";"26/07/2023";"07/12/2023";"";"Corentin Friedrich, Paul Novello, Lucas Hervier";"IRT Saint Exupéry";"";"";"";"";"";"";"";"";"";"";"";"";"0000000998";"1";"Réalisé";"1";"741";"765";"doc_final";"0";"2024-01/1705575355-193-2023-12-07-OSXP-DEEL-software-suite.pptx";"2023-11/1700469873-603-abstract_deel_suite.pdf";"";"";"0000000998";"1705575355";"1"
"779";"V075-45";"45";"V075";"conference";"Unlocking Feature Visualization for Deeper Networks with MAgnitude Constrained Optimization";"";"";"NeurIPS inParis";"06/12/2023";"07/12/2023";"Paris";"France";"https://neuripsinparis.github.io/neurips2023paris/";"";"";"";"";"";"";"";"";"";"";"";"Thomas Fel, Thibaut Boissin, Victor Boutin, Agustin Picard, Paul Novello, Julien Colin, Drew Linsley, Tom Rousseau, Rémi Cadène, Laurent Gardes, Thomas Serre";"Brown University, IRT Saint-Exupéry, Brown University, IRT Saint-Exupéry, IRT Saint-Exupéry, ELLIS Alicante, Brown University, SNCF, Tesla, SNCF, Brown University";"";"";"";"";"";"";"";"";"";"";"";"";"0000000816";"0";"Réalisé";"1";"714";"779";"doc_final";"0";"2023-11/1700488713-287-MAG_Feature_viz.pdf";"";"Unlocking Feature Visualization for Deeper Networks with Magnitude Constrained Optimization";"Feature visualization has gained substantial popularity, particularly after the influential work by Olah et al. in 2017, which established it as a crucial tool for explainability. However, its widespread adoption has been limited due to a reliance on tricks to generate interpretable images, and corresponding challenges in scaling it to deeper neural networks. Here, we describe MACO, a simple approach to address these shortcomings. The main idea is to generate images by optimizing the phase spectrum while keeping the magnitude constant to ensure that generated explanations lie in the space of natural images. Our approach yields significantly better results – both qualitatively and quantitatively – and unlocks efficient and interpretable feature visualizations for large state-of-the-art neural networks. We also show that our approach exhibits an attribution mechanism allowing us to augment feature visualizations with spatial importance. We validate our method on a novel benchmark for comparing feature visualization methods, and release its visualizations for all classes of the ImageNet dataset on Lens.
Overall, our approach unlocks, for the first time, feature visualizations for large, state-of-the-art deep neural networks without resorting to any parametric prior image model.";"0000000816";"1700488713";"1"
"782";"V075-46";"46";"V075";"communication";"On the explainable properties of 1-Lipschitz Neural Networks: An Optimal Transport Perspective";"";"";"Workshop Optimal Transport Machine Leaning (OTML) in Neurips Conference";"11/12/2023";"18/12/2023";"New Orleans";"USA";"https://nips.cc/";"";"";"";"";"";"";"";"30/10/2023";"10/12/2023";"30/11/2023";"";"Mathieu Serrurier (1), Franck Mamalet(2), Thomas Fel (2), Louis Béthune (1),Thibaut Boissin(2)";"(1) Université Paul-Sabatier, IRIT; (2) IRT Saint-Exupéry";"";"";"";"";"";"";"";"";"";"";"";"";"0000000595";"0";"Réalisé";"1";"720";"782";"doc_final";"0";"2023-11/1700503313-630-hkr_explainability_Arxiv.pdf";"";"";"";"0000000595";"1700503313";"1"
"783";"S001-15";"15";"S001";"conference";"Yet another experience on TSN tools interoperability for critical embedded networks";"";"";"ERTS 2024";"11/06/2024";"12/06/2024";"Toulouse";"France";"https://erts2024.org/";"";"";"";"";"";"";"";"15/11/2023";"08/11/2024";"03/11/2024";"";"Philippe Cuenot, Thierry Leydier, Damien Fruchart, Morgane Roques";"Continental et IRT St-Ex, Virtualité Réelle, Airbus Defense and Space et IRT St-Ex, IRT St-Ex";"";"";"";"";"";"";"";"";"";"";"";"";"0000000084";"1";"Réalisé";"1";"721";"783";"abstract";"0";"";"2023-11/1700548745-654-Yet-another-experience-on-TSN-tools-interoperability-for-critical-embedded-networks_v5.pdf";"Yet another experience on TSN tools interoperability for critical embedded networks";"";"0000000084";"1700548745";"1"
"786";"E003-12";"12";"E003";"conference";"Enhancing Power Density in Medium Power Inverters for Electric and Hybrid Aircraft Propulsion: Addressing Thermal and EMC Challenges";"";"";"MORE ELECTRIC AIRCRAFT - MEA 2024";"07/02/2024";"08/02/2024";"Toulouse";"France";"https://conference-mea.org/";"";"";"";"";"";"";"";"";"";"";"";"Victor Dos Santos (1,2) , Bernardo Cougo (2), Gilles Segond (2)";"1 : Safran Tech, Electronic and Electricity Team, 2 : IRT Saint Exupéry";"";"";"";"";"";"";"";"";"";"";"";"";"0000000821";"1";"Réalisé";"1";"1212";"786";"doc_final";"0";"2025-06/1748862259-130-2024_MEA_Article-VICTOR-Final.pdf";"2023-11/1700748009-476-mea2024_abstract3.pdf";"Enhancing Power Density in Medium Power Inverters for Electric and Hybrid Aircraft Propulsion: Addressing Thermal and EMC Challenges";"";"0000000046";"1748862259";"1"
"791";"V075-47";"47";"V075";"communication";"TaCo: Targeted Concept Removal in Output Embeddings for NLP via Information Theory and Explainability";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12/12/2023";"";"12/12/2023";"";"Fanny Jourdan, Louis Béthune, Agustin Picard, Laurent Risser, Nicholas Asher";"IRIT, IRIT, IRT Saint-Exupéry, Institut de Mathématiques de Toulouse, IRIT";"";"";"";"";"";"";"";"";"";"";"";"";"0000000816";"1";"Réalisé";"1";"729";"791";"doc_publie";"0";"2023-12/1702379188-189-2312.06499.pdf";"2023-12/1702379084-459-2312.06499.pdf";"";"";"0000000816";"1702379188";"1"
"806";"M027-3";"3";"M027";"conference";"AGING MECHANISMS OF CERAMIC MATRIX COMPOSITES";"";"";"ECCM21";"02/07/2024";"05/07/2024";"Nantes";"France";"https://eccm21.org/";"";"";"";"";"";"";"";"21/12/2023";"";"30/06/2024";"";"Guillaume German1,2, Émilie Perret1 Francis Rebillat,2 Aurélien Debelle3 Xavier Bourbon 3 Jérôme Roger ";"1 : IRT SE, 2 : LCTS, 3 : ANDRA";"";"";"";"non";"";"";"";"";"";"";"";"";"0000001200";"0";"Réalisé";"1";"967";"806";"doc_publie";"0";"2024-10/1729781204-821-Pr..sentation_ECCM21_German_sans_animation.pdf";"";"";"";"0000001200";"1729781204";"1"
"807";"M027-4";"4";"M027";"conference";"A new sandwich solution combining CMC and ceramics for the liner of radioactive waste disposal cells";"";"";"ECCM21";"02/07/2024";"05/07/2024";"Nantes";"France";"https://eccm21.org/";"";"";"";"";"";"";"";"21/12/2023";"";"";"";"S. Miot1*, E. Perret1, M. Box1, Aurélien Debelle2,  Frédéric Bumbieler2";"1 : IRT SE, 2 : ANDRA";"";"";"";"";"";"";"";"";"";"";"";"";"0000001200";"0";"Réalisé";"1";"963";"807";"doc_final";"0";"2024-10/1729775680-589-ECCM21_miot_7KOWI_v2.pptx";"";"";"";"0000001200";"1729775680";"1"
"808";"M015-10";"10";"M015";"conference";"Surface modification and precursor plasma deposition to improve adhesion";"";"";"EUROPEAN CONFERENCE ON HEAT TREATMENT AND SURFACE ENGINEERING - ECHT 2024 AND A3TS 50TH CONGRESS";"05/06/2024";"07/06/2024";"Toulouse";"France";"https://echt2024.a3ts.org/fr/";"";"";"";"";"";"";"";"16/02/2024";"25/02/2024";"";"";"C. Faure1, S. Kirchner1, J. Lecomte1, L. Ferres1, C. Debras1,2, M. Péron1,3, N. Cuvillier1,4, T. Balutch5";"1 IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France.  2 Thales Alenia Space, 5 Allée des Gabians, 06156 Cannes La Bocca, France. 3ArianeGroup, Les cinq chemins Rue du Touban, 33185 Le Haillan, France.  4 Safran Composites, 33 Avenue ";"";"";"";"";"";"";"";"";"";"";"";"";"0000000381";"1";"Réalisé";"1";"1390";"808";"doc_publie";"0";"2025-12/1765543975-632-ECHT-A3TS-2024_V4_Surface-modification-and-precursor-plasma-deposition-to-improve.pdf";"2024-01/1706102411-676-AT3S_abstract_FAURE.docx";"";"";"0000000612";"1765543975";"1"
"809";"M015-11";"11";"M015";"conference";"Towards a reliable laser process for surface preparation before bonding";"";"";"EUROPEAN CONFERENCE ON HEAT TREATMENT AND SURFACE ENGINEERING - ECHT 2024 AND A3TS 50TH CONGRESS";"05/06/2024";"07/06/2024";"Toulouse";"France";"https://echt2024.a3ts.org/fr/";"";"";"";"";"";"";"";"16/02/2024";"25/02/2024";"";"";"F. Crestey1, S. Kirchner1, J. Lecomte1, L. Ferres1, A. Fernandez2, C. Debras1,3, M. Péron1,4, N. Cuvillier1,5, T. Balutch6";"1 IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France.  2Airbus, P.º John Lennon, 28906 Getafe, Madrid, Spain. 3 Thales Alenia Space, 5 Allée des Gabians, 06156 Cannes La Bocca, France. 4ArianeGroup, Les cinq chemins Rue du Touban, 331";"";"";"";"";"";"";"";"";"";"";"";"";"0000000381";"1";"Réalisé";"1";"1388";"809";"doc_publie";"0";"2025-12/1765543907-531-ECHT-A3TS_2024_Toward-a-reliable-laser-process-for-surface-preparation-before-bonding_IRT.pdf";"2024-01/1706102949-830-A3TS_abstract_Crestey.docx";"";"";"0000000612";"1765543907";"1"
"813";"M012-2";"2";"M012";"conference";"Devising of an integrated Hot Isostatic Pressing (HIP) heat treatment for additive manufactured nickel based ?/?’ alloys : relevant parameters and material characteristics";"";"";"A3TS";"05/06/2024";"07/06/2024";"Toulouse";"France";"https://echt2024.a3ts.org/fr/";"";"";"";"";"";"";"";"02/02/2024";"09/02/2024";"16/02/2024";"";"Auger J-M., Hughes J., Prillieux A., Perusin S., Ravaioli M.";"Auger J-M., Hughes J., Prillieux A., Perusin S., Ravaioli M.";"";"";"";"";"";"";"";"";"";"";"";"";"0000000275";"1";"Réalisé";"1";"757";"813";"abstract";"0";"";"2024-02/1706885660-980-HIPPOME-AbstractA3TS_Final.pdf";"Abstract HIPPOME for A3TS 2024";"";"0000001251";"1706885660";"1"
"821";"S016-4";"4";"S016";"conference";"A robust approach merging deep learning and unscented Kalman for vision based space rendez-vous";"";"";"IAC 2024";"14/10/2024";"18/10/2024";"Milano";"Italie";"https://www.iafastro.org/events/iac/international-astronautical-congress-2024/";"";"";"";"";"";"";"";"28/02/2024";"19/04/2024";"20/09/2024";"";"Thomas Chambon, Fabien Gallet";"IRT Saint-Exupery pour tous";"";"";"";"";"";"";"";"";"";"";"";"";"0000001453";"1";"Réalisé";"1";"939";"821";"doc_final";"0";"2024-09/1727010820-177-IAC_2024___navigation.pdf";"2024-02/1708681857-379-abstract_v2.docx";"version finale";"";"0000001186";"1727010820";"1"
"823";"E025-3";"3";"E025";"conference";"Elaboration of life models by kinetic of thermal decomposition of polymeric materials: difference between isoconversional and modulated approach";"";"";"JCAT 2024";"03/06/2024";"06/06/2024";"Clermont-Ferrand";"France";"https://jcat54.sciencesconf.org/";"";"";"";"";"";"";"";"29/02/2024";"";"";"";"Victor HENRI, Eric DANTRAS, Pierre HENRARD";"IRT St Ex, CIRIMAT, IRT St EX";"";"";"";"";"";"";"";"";"";"";"";"";"0000001461";"1";"Réalisé";"1";"1292";"823";"doc_final";"1291";"2025-09/1758010319-739-JCAT54_HENRI.pdf";"2024-02/1708703456-769-Abstract_JCAT54_HENRI_2.pdf";"";"";"0000000788";"1758010319";"1"
"824";"E025-4";"4";"E025";"conference";"Investigation of the Partial Discharge Inception and Flashover with IEC-based CTI Electrodes at Varying Pressures for Aerospace Applications";"";"";"ICHVE";"18/08/2024";"23/08/2024";"Berlin";"Allemagne";"https://ichve2024.org/";"";"";"";"";"";"";"";"15/02/2024";"";"";"";"Somya ANAND, Mohammed El Amine SLAMA, Pierre HENRARD, Alain PHILIPPE  ";"Mad Souriau ,IRT St Ex, Mad Safarn, Souriau";"";"";"";"";"";"";"";"";"";"";"";"";"0000001461";"1";"Réalisé";"1";"1290";"824";"doc_final";"1287";"2025-09/1758009199-280-IEEE-ICHVE-2024-V1_SAnand.pptx";"2024-02/1708705493-201-IEEE-ICHVE-2024--ABSTRACT-CTI-electrodes-.002..pdf";"";"";"0000000788";"1758009199";"1"
"825";"S016-5";"5";"S016";"conference";"Exploring AI-based satellite pose estimation: from novel synthetic dataset to in-depth performance evaluation";"";"";"AI4Space";"17/06/2024";"18/06/2024";"Seattle";"US";"https://aiforspace.github.io/2024/";"";"";"";"";"";"";"";"01/03/2024";"27/03/2024";"27/03/2024";"";"Fabien Gallet, Christophe Marabotto, Thomas Chambon";"IRT (MAD Thales Alenia Space), IRT, IRT (MAD Thales Alenia Space)";"";"";"";"";"";"";"";"";"";"";"";"";"0000001453";"0";"Réalisé";"1";"768";"825";"doc_final";"0";"2024-02/1708960695-197-CVPR_AI4Space_2024-.4..pdf";"";"Representative Synthetic Dataset for Efficient Spacecraft Pose Estimation";"Full paper";"0000001118";"1708960695";"1"
"826";"M015-12";"12";"M015";"conference";"Towards a reliable laser process for surface preparation before bonding";"";"";"SURFAIR";"24/09/2024";"26/09/2024";"Biarritz";"France";"https://www.surfaircongress.com/";"";"";"";"";"";"";"";"29/02/2024";"01/03/2024";"";"";"F. Crestey1, S. Kirchner1, J. Lecomte1, L. Ferres1, A. Fernandez2, C. Debras1,3, M. Péron1,4, N. Cuvillier1,5, T. Balutch6";"1 IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France.  2Airbus, P.º John Lennon, 28906 Getafe, Madrid, Spain. 3 Thales Alenia Space, 5 Allée des Gabians, 06156 Cannes La Bocca, France. 4ArianeGroup, Les cinq chemins Rue du Touban, 331";"";"";"";"";"";"";"";"";"";"";"";"";"0000000381";"1";"Réalisé";"1";"1386";"826";"doc_publie";"0";"2025-12/1765543828-207-SURFAIR-2024_IRT_Floriane-Crestey.pdf";"2024-02/1709017660-315-Form_CRESTEY.pdf";"";"";"0000000612";"1765543828";"1"
"835";"S033-1";"1";"S033";"communication";"Xplique A Deep Learning Explainability Toolbox";"";"";"Atelier EXPLAIN'AI 3ème édition - Hébergé à la conférence EGC 2024";"23/01/2024";"23/01/2024";"Dijon";"France";"https://sites.google.com/view/explainai-2024/accueil?authuser=0";"";"";"";"";"";"";"";"30/11/2023";"15/12/2023";"";"";"Thomas Fel1,3,4* Lucas Hervier2* Antonin Poche2 David Vigouroux2 Justin Plakoo2 Remi Cadene3 Mathieu Chalvidal1,3 Julien Colin1,3 Thibaut Boissin1,2 Louis Bethune1 Agustin Picard1,2 Fr´ederic Boisnard1,5 Claire Nicodeme4 Laurent Gardes4 Gregory Flandin1,2";"1Artificial and Natural Intelligence Toulouse Institute, Universit´e de Toulouse, France 2 Institut de Recherche Technologique Saint-Exupery, France 3Carney Institute for Brain Science, Brown University, USA 4 Innovation & Research Division, SNCF , 5 Rena";"";"";"";"non";"";"";"";"";"";"";"";"";"0000000617";"1";"Réalisé";"1";"774";"835";"doc_final";"0";"2024-03/1709299554-831-Xplique___Explain_AI_2024.pdf";"2024-03/1709286920-859-Xplique___Explain_AI_2024.pdf";"Xplique A Deep Learning Explainability Toolbox";"";"0000000617";"1709299554";"1"
"851";"E025-6";"6";"E025";"communication";"Vieillissement thermique accéléré du PFA : conséquences sur  la structure physique et les propriétés diélectriques";"";"";"2eme journée GDR Reepos au 2ème congrès MATELEC";"11/06/2024";"13/06/2024";"Lyon";"FranceCE";"https://gdr-reepos.cnrs.fr/2-eme-congres-national-matelec-reunion-annuelle-du-gdr-reepos/";"";"";"";"";"";"";"";"05/04/2024";"";"";"";"Victor HENRI , Pierre HENRARD  , Eric DANTRAS ";"IRT Saint Exupéry,,IRT Saint Exupéry,,CIRIMAT";"";"";"";"";"";"";"";"";"";"";"";"";"0000001461";"1";"Réalisé";"1";"1295";"851";"doc_final";"0";"2025-09/1758012393-724-HENRI_REEPOS_pr..sentation_VF.pdf";"2024-03/1711697710-503-HENRI_Victor_MATELEC_GDR-REEPOS_2024.pdf";"";"";"0000000788";"1758012393";"1"
